Order Date,Country,Store ID,Segment,Product Name,Units Sold,Sales Amount,Gross Profit
2024-02-23,Canada,Store A,Beauty,Beauty Product 4,13,5580.444981834869,699.5807720295811
2024-04-15,USA,Store C,Electronics,Electronics Product 5,4,633.7162812408155,62.66513268422461
2024-09-16,USA,Store A,Electronics,Electronics Product 9,10,4534.081299891667,1022.9085283953082
2024-11-05,USA,Store A,Electronics,Electronics Product 7,3,467.03871899891965,55.64403980734611
2024-07-09,Canada,Store C,Electronics,Electronics Product 6,17,8007.790648332474,736.1051160969314
2024-08-05,USA,Store A,Electronics,Electronics Product 1,12,5919.200291046045,1212.3501401529718
2024-02-13,Germany,Store E,Home,Home Product 2,1,483.19757609346374,90.33257451012904
2024-06-10,France,Store E,Clothing,Clothing Product 9,10,4785.491052269559,757.9340214228955
2024-07-20,Germany,Store E,Home,Home Product 1,7,3421.504907632158,197.45513270049236
2024-09-26,Germany,Store B,Clothing,Clothing Product 4,17,6295.768121072222,1637.8319604817348
2024-12-16,France,Store D,Clothing,Clothing Product 5,7,1948.0906198227103,232.91821448534014
2024-10-30,Germany,Store A,Home,Home Product 4,10,1557.4877968362716,158.3071152352516
2024-09-27,USA,Store D,Clothing,Clothing Product 6,4,1879.9815048345924,235.24004240674148
2024-08-02,UK,Store E,Home,Home Product 5,16,7561.279786545595,1092.3315480865513
2024-09-08,Germany,Store C,Electronics,Electronics Product 4,6,609.9555061054574,161.69465170231513
2024-07-08,France,Store E,Electronics,Electronics Product 6,16,4597.358760105642,1274.1804072203959
2024-10-22,Canada,Store A,Home,Home Product 5,14,253.563248941829,14.6428827903537
2024-07-31,Canada,Store D,Sports,Sports Product 4,15,945.129952811178,113.17052013308916
2024-07-26,USA,Store D,Electronics,Electronics Product 7,18,464.0857121943669,81.46532773209641
2024-08-24,Germany,Store B,Clothing,Clothing Product 4,11,340.1771969641967,64.73411790928466
2024-12-03,UK,Store C,Electronics,Electronics Product 4,14,6902.16883890563,873.3713981199966
2024-02-22,Canada,Store E,Home,Home Product 4,2,791.66219673808,40.45295633236907
2024-10-06,UK,Store C,Clothing,Clothing Product 6,10,2213.451082710502,358.3349820296164
2024-08-04,USA,Store A,Beauty,Beauty Product 5,7,3209.948153154921,529.0916457139748
2024-09-08,France,Store B,Beauty,Beauty Product 8,9,2279.8853759616163,420.919348343459
2024-07-06,France,Store E,Beauty,Beauty Product 7,1,129.05401385794886,9.121856496932754
2024-02-10,USA,Store A,Clothing,Clothing Product 5,11,1371.3474524009118,108.45993773999683
2024-06-05,UK,Store C,Clothing,Clothing Product 7,3,806.3874794556883,43.82943050137144
2024-01-15,UK,Store B,Home,Home Product 6,1,107.39672867922513,24.118311407068866
2024-10-27,UK,Store E,Electronics,Electronics Product 4,11,1797.6148888747146,383.4471586498599
2024-03-05,USA,Store C,Electronics,Electronics Product 2,18,2886.6918852404533,856.6020230766358
2024-12-10,Canada,Store E,Electronics,Electronics Product 8,4,796.8770886470155,160.49148312657437
2024-11-22,Canada,Store B,Clothing,Clothing Product 7,18,7217.862445639048,1885.3010541539204
2024-01-09,Germany,Store B,Clothing,Clothing Product 7,3,174.09872614985557,36.00723138795407
2024-12-09,France,Store C,Sports,Sports Product 7,10,4216.6574684589705,1011.3217768041274
2024-05-08,France,Store E,Electronics,Electronics Product 4,12,5651.994692998529,472.21451054248274
2024-05-15,Germany,Store D,Beauty,Beauty Product 1,15,6052.971850456092,1451.1633862250305
2024-03-03,UK,Store A,Electronics,Electronics Product 6,19,499.4181097154228,109.07164997443766
2024-05-18,USA,Store B,Sports,Sports Product 5,7,2284.5181983562316,626.2814673184574
2024-03-21,France,Store E,Clothing,Clothing Product 8,7,1086.5538570581834,141.41415666607793
2024-06-11,UK,Store C,Beauty,Beauty Product 8,16,6047.662948428073,1414.2651766817194
2024-10-15,Canada,Store C,Sports,Sports Product 5,11,444.7390178938868,82.14862608014789
2024-09-17,UK,Store B,Sports,Sports Product 9,18,3455.4462976454543,428.3342535715645
2024-08-18,Germany,Store B,Electronics,Electronics Product 3,4,1205.5843629425967,187.82487798536482
2024-02-10,USA,Store D,Sports,Sports Product 1,9,934.7629404771955,193.24116925117696
2024-01-28,France,Store C,Sports,Sports Product 3,13,6188.103830175201,1047.256429263336
2024-05-14,Germany,Store E,Sports,Sports Product 7,7,2299.65973205458,581.7343743000629
2024-07-19,Canada,Store A,Electronics,Electronics Product 9,19,1875.2233125326663,231.10400043816875
2024-11-23,Canada,Store A,Electronics,Electronics Product 6,19,2344.2173547000853,638.9695022581085
2024-09-24,USA,Store D,Beauty,Beauty Product 4,12,2785.858729564266,519.2096644869622
2024-02-02,France,Store E,Home,Home Product 9,14,5317.590684595403,949.4242220667081
2024-02-17,Canada,Store A,Electronics,Electronics Product 3,11,2101.1359056770893,441.31913376932755
2024-03-02,Germany,Store A,Electronics,Electronics Product 1,6,2885.250955872702,421.3744146598702
2024-08-03,Canada,Store E,Home,Home Product 3,18,6876.297449533214,1249.8294012105332
2024-10-19,France,Store E,Beauty,Beauty Product 3,15,2929.9167714486402,559.9408363672196
2024-04-08,UK,Store B,Sports,Sports Product 5,19,7608.626956246833,670.6995421781396
2024-06-20,Canada,Store A,Clothing,Clothing Product 1,5,935.1480221095609,175.99846486576467
2024-12-25,Canada,Store A,Sports,Sports Product 2,12,4203.091111672671,222.07933284524339
2024-08-01,Canada,Store D,Home,Home Product 5,18,4647.969901270765,566.6855170887023
2024-02-04,UK,Store B,Home,Home Product 8,13,942.5548788106234,268.25844247820964
2024-08-14,France,Store B,Beauty,Beauty Product 7,11,1679.9553227532492,172.73214085284602
2024-04-10,Germany,Store A,Electronics,Electronics Product 9,8,1890.68422676991,115.65668592698083
2024-05-10,France,Store C,Home,Home Product 5,19,2686.7685418966607,785.845796591916
2024-09-13,USA,Store C,Clothing,Clothing Product 7,14,1247.4835537494841,188.239887355536
2024-01-05,Germany,Store E,Electronics,Electronics Product 4,18,8329.161968674342,2383.0696889516425
2024-08-05,UK,Store B,Beauty,Beauty Product 9,10,4936.246258977447,578.2076555975273
2024-09-11,USA,Store A,Beauty,Beauty Product 5,9,3385.3579182301714,742.8649627158685
2024-12-24,Canada,Store A,Home,Home Product 7,14,357.6621142330862,82.87318848563466
2024-10-09,Canada,Store A,Clothing,Clothing Product 8,1,344.25510824088127,38.652885490775084
2024-07-25,France,Store D,Home,Home Product 6,13,5851.700992478286,1026.9174247769213
2024-01-15,UK,Store C,Electronics,Electronics Product 3,15,7124.150225713552,513.3961981809068
2024-12-11,UK,Store D,Electronics,Electronics Product 3,2,413.36986268300535,65.86515783104245
2024-02-11,Canada,Store A,Clothing,Clothing Product 2,12,2062.328676495072,164.0876350875568
2024-06-27,Canada,Store A,Beauty,Beauty Product 2,15,3974.5582324062425,958.4090469187203
2024-03-03,UK,Store B,Beauty,Beauty Product 9,4,1094.3487108080526,145.53617127993178
2024-12-17,UK,Store B,Home,Home Product 4,18,5430.0095974835185,1409.590451248275
2024-08-18,France,Store C,Electronics,Electronics Product 5,12,5927.428415761098,1232.0725043398847
2024-08-28,Canada,Store E,Beauty,Beauty Product 4,16,6143.778250272858,1734.5614292617527
2024-02-21,UK,Store A,Home,Home Product 4,12,1770.1595568587545,208.90890997408832
2024-04-05,USA,Store B,Electronics,Electronics Product 5,16,5806.51836620729,574.8204172840929
2024-08-09,USA,Store C,Home,Home Product 2,9,2382.6359838251246,618.3485105446287
2024-08-18,USA,Store D,Home,Home Product 5,17,828.7575005415615,63.78750714822719
2024-08-24,Germany,Store A,Clothing,Clothing Product 6,14,6978.988839522316,404.68788594603313
2024-05-22,USA,Store E,Electronics,Electronics Product 8,15,604.4445142763868,107.8437879335848
2024-06-19,UK,Store C,Sports,Sports Product 9,5,1543.9449935744578,432.6992732012252
2024-01-29,Germany,Store E,Sports,Sports Product 7,16,3982.947932347636,435.65696187820066
2024-02-05,Canada,Store A,Electronics,Electronics Product 3,13,4409.210983854635,1193.719783477568
2024-01-13,UK,Store C,Home,Home Product 6,11,1798.9709923477576,528.2538753695001
2024-06-08,USA,Store B,Beauty,Beauty Product 9,9,122.08814362343335,12.229898058800181
2024-11-22,Canada,Store E,Sports,Sports Product 1,16,6457.224992374367,670.8104533129508
2024-07-05,USA,Store D,Electronics,Electronics Product 4,13,5552.975880151265,401.7069781926485
2024-08-30,France,Store D,Sports,Sports Product 2,11,3155.9354486464363,423.0291351956558
2024-03-26,Germany,Store E,Electronics,Electronics Product 6,12,5679.005702001119,1549.2608326277852
2024-10-10,Canada,Store A,Sports,Sports Product 6,19,3297.604442664705,863.6031280703303
2024-03-06,USA,Store A,Sports,Sports Product 2,3,1260.496865073983,276.8452894505427
2024-06-18,France,Store A,Electronics,Electronics Product 3,8,1094.2854289417,170.487488591394
2024-02-14,Germany,Store D,Sports,Sports Product 8,9,2303.6427255965773,448.8246052905135
2024-03-02,USA,Store D,Sports,Sports Product 1,14,791.9815929190579,164.90550114467337
2024-05-13,UK,Store B,Clothing,Clothing Product 8,18,7413.516433297896,406.2213276776199
2024-10-10,France,Store A,Clothing,Clothing Product 9,8,1410.0684218434044,225.56392905298907
2024-01-28,Canada,Store D,Electronics,Electronics Product 2,16,6812.9280600021975,1249.1105465410042
2024-04-17,USA,Store D,Sports,Sports Product 6,18,6806.3812978961605,815.3439273522645
2024-02-13,Canada,Store A,Home,Home Product 7,18,6753.906304454447,1906.804260112654
2024-12-05,UK,Store A,Home,Home Product 4,1,385.3784716437239,37.96915799425625
2024-10-12,Canada,Store D,Electronics,Electronics Product 3,9,293.4047453999511,68.81246703206476
2024-11-26,France,Store E,Home,Home Product 8,19,943.258786241399,222.2579172527315
2024-05-07,Germany,Store D,Electronics,Electronics Product 1,4,822.5405085068128,208.85851498719077
2024-12-13,USA,Store B,Home,Home Product 5,15,2281.335780561865,134.001671447757
2024-08-18,Germany,Store C,Electronics,Electronics Product 7,3,270.72088215934065,32.66378823089277
2024-07-08,USA,Store A,Electronics,Electronics Product 1,18,756.8829181015054,63.96268009554079
2024-08-12,Canada,Store B,Beauty,Beauty Product 7,3,1420.2621315532574,92.84321555172289
2024-10-09,Canada,Store E,Home,Home Product 9,10,353.77705723584756,61.448964547797026
2024-04-30,France,Store C,Clothing,Clothing Product 3,17,2346.0794473069773,672.3547510326051
2024-04-25,Canada,Store D,Beauty,Beauty Product 5,3,962.07015492324,258.5726625026836
2024-08-20,UK,Store A,Clothing,Clothing Product 5,13,3422.964405830754,471.27623596875026
2024-09-15,France,Store D,Electronics,Electronics Product 7,2,438.35071487231414,46.24468543612288
2024-12-24,USA,Store B,Clothing,Clothing Product 6,14,4118.659908365368,1166.1684228752968
2024-07-16,Canada,Store A,Clothing,Clothing Product 1,1,227.2088714107093,67.56645967200876
2024-05-16,USA,Store D,Beauty,Beauty Product 1,16,3654.3614777645203,669.7933389645107
2024-11-13,Canada,Store A,Home,Home Product 7,13,1608.7173294955612,145.76648795480003
2024-06-13,France,Store B,Home,Home Product 5,18,1230.8365594638378,87.87099095662596
2024-08-12,UK,Store D,Beauty,Beauty Product 9,11,5162.010396754733,694.1183784242413
2024-11-02,USA,Store C,Clothing,Clothing Product 2,11,4924.835529350946,1148.2877543520726
2024-08-21,Germany,Store E,Clothing,Clothing Product 4,13,6330.898158267209,876.6373347740472
2024-06-20,Canada,Store D,Clothing,Clothing Product 2,17,1470.5298486644938,355.6281637148492
2024-05-31,France,Store A,Clothing,Clothing Product 5,17,7813.293259654114,2157.4724801004277
2024-11-10,USA,Store D,Clothing,Clothing Product 6,9,4435.172720304956,223.30355080738028
2024-06-08,France,Store A,Home,Home Product 7,6,2671.6636746771555,384.1616572971666
2024-04-05,USA,Store B,Electronics,Electronics Product 3,5,175.1876460554291,40.86878514746868
2024-08-20,UK,Store E,Home,Home Product 2,12,1552.9897884759548,231.06616724006923
2024-06-28,Canada,Store A,Home,Home Product 9,12,3070.328610428666,741.6235161811281
2024-04-22,USA,Store D,Home,Home Product 7,9,1500.8437863416332,348.72619337329314
2024-11-13,Germany,Store B,Electronics,Electronics Product 5,7,2150.164812115634,282.0025056803053
2024-02-21,Canada,Store C,Home,Home Product 9,15,760.4003402851018,96.99579204300485
2024-09-24,Canada,Store D,Electronics,Electronics Product 3,4,471.26170542943663,80.17948584458074
2024-10-21,France,Store E,Clothing,Clothing Product 7,13,406.10146239592086,118.59366233610766
2024-04-22,Canada,Store B,Clothing,Clothing Product 7,4,178.30182417324687,13.230193124631334
2024-04-10,USA,Store D,Home,Home Product 3,14,6009.27843547474,1078.2388221813644
2024-04-22,UK,Store A,Clothing,Clothing Product 2,3,1041.9887915604415,142.07808847374216
2024-03-21,USA,Store A,Beauty,Beauty Product 3,3,1464.2146474649721,110.18062993060208
2024-07-05,Canada,Store A,Home,Home Product 3,18,6359.718370172702,782.2710306446728
2024-04-22,Germany,Store D,Electronics,Electronics Product 5,2,696.2634235994186,155.3262045169345
2024-01-02,Germany,Store E,Beauty,Beauty Product 5,12,4451.360167151318,661.8969266116844
2024-05-09,USA,Store A,Clothing,Clothing Product 1,1,229.0082791969233,36.49496201066359
2024-08-07,USA,Store D,Beauty,Beauty Product 9,15,5137.096649085367,697.284404864023
2024-02-23,USA,Store D,Sports,Sports Product 7,18,4349.725096139412,1256.80547645519
2024-12-08,USA,Store E,Electronics,Electronics Product 3,13,1646.8188356684225,147.5359464248712
2024-08-11,France,Store B,Beauty,Beauty Product 5,1,475.48029566718947,137.71450862870086
2024-08-12,USA,Store B,Clothing,Clothing Product 4,2,42.73961292703528,11.757642085648591
2024-05-05,France,Store D,Beauty,Beauty Product 4,1,308.6055572813549,53.91496463735434
2024-05-09,Canada,Store B,Electronics,Electronics Product 3,8,2082.450398632638,155.09632395113462
2024-02-22,USA,Store C,Clothing,Clothing Product 7,10,3373.1481481357696,509.8862139374849
2024-06-20,USA,Store E,Electronics,Electronics Product 3,8,3556.550632778368,547.6011242645458
2024-08-05,Germany,Store D,Electronics,Electronics Product 8,9,3765.881972981153,840.9975039258868
2024-06-08,Canada,Store B,Electronics,Electronics Product 7,8,313.22194140313104,55.90146727150736
2024-07-16,Canada,Store B,Home,Home Product 9,11,2883.2297991056394,307.62723169104163
2024-09-03,USA,Store E,Sports,Sports Product 3,12,3542.310741940046,917.576509320723
2024-11-19,Canada,Store A,Clothing,Clothing Product 2,15,290.2041415966545,49.44786326006509
2024-07-21,UK,Store B,Clothing,Clothing Product 7,2,628.9429265719896,171.16948177848664
2024-07-02,Germany,Store E,Sports,Sports Product 8,5,1938.1688330363797,483.3750907906363
2024-05-02,Canada,Store A,Beauty,Beauty Product 7,13,1617.4526101446747,377.0363636282881
2024-09-11,UK,Store D,Clothing,Clothing Product 8,5,292.22307924826504,36.16725066865802
2024-10-20,USA,Store A,Home,Home Product 1,2,204.53032212814142,38.59669162107461
2024-10-06,Germany,Store B,Clothing,Clothing Product 5,2,211.4056922659046,47.73862908117572
2024-11-20,Germany,Store D,Electronics,Electronics Product 2,8,3836.0390032620944,425.61841062554134
2024-04-07,Germany,Store D,Beauty,Beauty Product 8,4,1127.425694009593,110.91815969154878
2024-07-16,UK,Store A,Electronics,Electronics Product 7,14,3116.672975938291,930.3282496899707
2024-08-27,France,Store D,Sports,Sports Product 8,2,749.9589392692116,41.65580125201054
2024-05-23,Germany,Store A,Electronics,Electronics Product 5,9,2596.489821859237,662.7897503155517
2024-04-06,UK,Store A,Beauty,Beauty Product 9,11,2818.4870676732135,476.74315532425106
2024-07-19,France,Store A,Clothing,Clothing Product 2,15,2969.123112034116,192.46941019829092
2024-05-03,UK,Store E,Electronics,Electronics Product 7,1,407.30535023206346,59.86391958908062
2024-07-05,UK,Store B,Sports,Sports Product 1,15,4198.551400416841,228.68473135723974
2024-11-21,UK,Store D,Beauty,Beauty Product 8,8,3941.274494572314,1103.5293229949802
2024-12-14,Germany,Store C,Home,Home Product 4,12,2457.509785790136,200.23419501738417
2024-09-15,USA,Store B,Home,Home Product 7,17,6829.664222356049,1843.5109860495118
2024-05-27,Germany,Store C,Clothing,Clothing Product 8,6,269.9531485857681,27.109508945370557
2024-09-08,Germany,Store A,Clothing,Clothing Product 9,10,303.6914914666945,60.764145351553275
2024-12-11,Germany,Store D,Electronics,Electronics Product 6,2,89.9121140929948,16.556504363244443
2024-05-26,Germany,Store B,Sports,Sports Product 9,11,5209.74171900634,416.0101738663566
2024-05-27,France,Store C,Home,Home Product 8,7,2170.009656746847,151.87246626138642
2024-12-17,France,Store C,Clothing,Clothing Product 1,5,925.1276905701168,208.01350300016648
2024-07-17,UK,Store C,Beauty,Beauty Product 4,10,573.1520647530455,122.58569664292556
2024-11-03,Canada,Store B,Beauty,Beauty Product 4,4,157.01196622492517,21.134115490807872
2024-05-07,Canada,Store E,Beauty,Beauty Product 4,12,3236.7018861115175,170.28072396876203
2024-02-08,USA,Store A,Beauty,Beauty Product 7,10,3439.6889581891105,999.822079946052
2024-12-03,UK,Store D,Home,Home Product 6,8,3225.170700588254,595.6895450590582
2024-12-25,USA,Store C,Clothing,Clothing Product 7,8,2751.8319210640047,744.5730404173327
2024-05-08,France,Store B,Sports,Sports Product 2,10,1069.5736782045155,144.76952917364773
2024-09-23,Germany,Store C,Clothing,Clothing Product 8,6,384.8826086078871,29.62209646940803
2024-05-30,USA,Store B,Clothing,Clothing Product 7,18,7204.191958152316,2013.103332020185
2024-10-24,USA,Store E,Clothing,Clothing Product 8,9,1982.1076240645157,327.9235168750289
2024-04-08,France,Store C,Electronics,Electronics Product 3,19,4324.318594590944,1139.4137585838298
2024-09-19,UK,Store C,Clothing,Clothing Product 3,18,274.6032306404915,78.32389117929698
2024-09-08,Germany,Store D,Beauty,Beauty Product 5,11,3882.2266218449463,808.2184664118489
2024-05-23,Germany,Store B,Electronics,Electronics Product 3,13,3639.095276723914,728.1818821069257
2024-12-11,UK,Store B,Clothing,Clothing Product 1,10,127.89499735972342,30.99482107246512
2024-04-21,France,Store E,Home,Home Product 5,6,1760.5746222575044,326.4568336876762
2024-02-29,France,Store C,Home,Home Product 8,8,3470.7412999128287,189.52198125993124
2024-01-02,USA,Store D,Home,Home Product 8,5,2132.383689838006,624.2978875021728
2024-10-30,Canada,Store A,Beauty,Beauty Product 8,19,3747.6865567626023,483.59540422498293
2024-09-10,Canada,Store D,Home,Home Product 5,4,1724.5626874809243,185.3595298388646
2024-05-19,France,Store D,Beauty,Beauty Product 4,16,4076.1671459575064,919.2575577021875
2024-02-06,UK,Store D,Electronics,Electronics Product 9,12,3204.749729058452,872.1365489512069
2024-06-08,UK,Store D,Beauty,Beauty Product 8,4,214.5438467900974,27.233764713697433
2024-01-09,Canada,Store C,Sports,Sports Product 4,4,388.57291649775755,58.70010364513407
2024-08-20,UK,Store D,Sports,Sports Product 9,16,3143.3515007439405,654.483143313905
2024-04-08,UK,Store B,Electronics,Electronics Product 9,1,479.18746066185145,62.914491054612505
2024-05-26,Germany,Store B,Sports,Sports Product 9,13,3747.5089086180924,816.6029218894769
2024-10-30,UK,Store D,Clothing,Clothing Product 6,2,455.10704393180606,38.29159338841005
2024-07-26,Germany,Store B,Home,Home Product 4,2,680.9981757947069,180.15459260435588
2024-05-10,Germany,Store C,Beauty,Beauty Product 7,10,3965.7730907167597,520.6262155171733
2024-05-31,Canada,Store A,Clothing,Clothing Product 1,15,3893.438800122724,931.3440671672336
2024-02-23,Germany,Store D,Home,Home Product 4,8,2520.0419138948555,184.4820289667957
2024-04-29,France,Store B,Sports,Sports Product 5,17,6042.439033948838,572.8303520175334
2024-06-09,USA,Store B,Electronics,Electronics Product 7,15,4083.1587269129377,1109.1593139087415
2024-04-25,Germany,Store C,Beauty,Beauty Product 3,3,866.7701351465498,187.70262571455953
2024-03-15,France,Store C,Home,Home Product 2,9,4469.856072457484,1314.551031647677
2024-04-22,France,Store A,Clothing,Clothing Product 6,15,3574.3492252059805,485.08230182756796
2024-04-13,UK,Store E,Sports,Sports Product 7,16,2256.828858718896,676.3365764414779
2024-12-05,France,Store E,Home,Home Product 5,11,3857.3365001450597,235.29049914793796
2024-09-10,UK,Store E,Electronics,Electronics Product 9,11,3934.6427081567344,236.79140730096748
2024-08-14,France,Store A,Clothing,Clothing Product 7,18,181.88527465472535,44.1521849908976
2024-04-21,Canada,Store D,Beauty,Beauty Product 5,14,3141.2625103762807,328.8801000819928
2024-04-08,Canada,Store E,Electronics,Electronics Product 5,9,3110.1451590209685,358.3159537806415
2024-06-01,Canada,Store E,Electronics,Electronics Product 7,15,1473.857654616232,385.50256297652487
2024-12-14,Canada,Store B,Beauty,Beauty Product 4,15,5665.0279840845715,1310.206116485194
2024-12-03,Canada,Store B,Sports,Sports Product 2,11,2253.017276592422,540.5012999450612
2024-07-12,France,Store D,Electronics,Electronics Product 9,11,4080.3022686298473,690.8595705105748
2024-11-05,Germany,Store C,Home,Home Product 1,12,575.5811331406732,148.39212790204732
2024-06-11,Germany,Store A,Electronics,Electronics Product 2,19,9309.931654943279,2235.2856828031413
2024-07-26,Germany,Store E,Clothing,Clothing Product 5,4,67.69448327724278,15.928219397718244
2024-06-17,Canada,Store A,Sports,Sports Product 8,16,6165.486513441508,1777.685108257194
2024-06-09,Canada,Store B,Beauty,Beauty Product 3,16,7621.730608467424,655.0275261039271
2024-03-08,France,Store A,Electronics,Electronics Product 7,11,638.5570041571596,105.3858110815064
2024-10-15,Germany,Store B,Sports,Sports Product 2,2,787.1722054877076,77.52082572510916
2024-10-03,UK,Store A,Sports,Sports Product 6,19,308.3265160661138,30.074324383292176
2024-10-30,Canada,Store B,Electronics,Electronics Product 7,9,3841.0559814936923,744.9150383741525
2024-05-14,USA,Store A,Home,Home Product 8,16,2233.03332485782,425.54898469346927
2024-07-13,USA,Store E,Sports,Sports Product 6,19,9104.060281408647,1623.2554618434508
2024-05-07,USA,Store E,Clothing,Clothing Product 9,4,141.60764892376733,14.353941944364616
2024-02-02,France,Store D,Home,Home Product 2,7,520.6230564629464,131.49728580819598
